文件名,背景颜色(Background),相机高度(Height),总面积占比(Area_Ratio),累积灰度密度(IOD),最大聚集块面积(Max_Cluster),大块占比(Core_Ratio),Wear_Level
Yellow_36mm (47).jpg,Yellow,36mm (47),0.059341,10088792,3411,0.695204,2
Yellow_36mm (48).jpg,Yellow,36mm (48),0.070014,12036282,5141,0.736521,2
Yellow_36mm (49).jpg,Yellow,36mm (49),0.058759,9456424,3785,0.672404,2
Yellow_36mm (5).jpg,Yellow,36mm (5),0.046015,7947974,3295,0.777254,1
Yellow_36mm (50).jpg,Yellow,36mm (50),0.049022,7494565,3740,0.644835,1
Yellow_36mm (51).jpg,Yellow,36mm (51),0.054214,8802522,3775,0.673285,1
Yellow_36mm (52).jpg,Yellow,36mm (52),0.063417,10697220,11004,0.715083,2
Yellow_36mm (53).jpg,Yellow,36mm (53),0.049761,7966739,3768,0.638421,1
Yellow_36mm (54).jpg,Yellow,36mm (54),0.063938,10560532,3707,0.685515,2
Yellow_36mm (55).jpg,Yellow,36mm (55),0.041649,6844655,3247,0.658035,1
Yellow_36mm (56).jpg,Yellow,36mm (56),0.034282,5112368,3351,0.640185,1
Yellow_36mm (57).jpg,Yellow,36mm (57),0.038084,6145598,3395,0.673514,1
Yellow_36mm (58).jpg,Yellow,36mm (58),0.048987,8257975,4164,0.693373,1
Yellow_36mm (59).jpg,Yellow,36mm (59),0.062779,11031287,4174,0.761412,2
Yellow_36mm (6).jpg,Yellow,36mm (6),0.052747,9382110,3944,0.789291,2
Yellow_36mm (60).jpg,Yellow,36mm (60),0.042495,7080962,3320,0.690167,1
Yellow_36mm (61).jpg,Yellow,36mm (61),0.034551,5788402,3298,0.710916,1
Yellow_36mm (62).jpg,Yellow,36mm (62),0.037831,6442580,5219,0.747598,1
Yellow_36mm (63).jpg,Yellow,36mm (63),0.049039,8452830,5215,0.761539,1
Yellow_36mm (64).jpg,Yellow,36mm (64),0.057794,10107295,5206,0.781049,2
Yellow_36mm (65).jpg,Yellow,36mm (65),0.063889,11405490,5219,0.804942,2
Yellow_36mm (66).jpg,Yellow,36mm (66),0.054586,9643830,5611,0.788137,2
Yellow_36mm (67).jpg,Yellow,36mm (67),0.060025,10612384,5428,0.80231,2
Yellow_36mm (68).jpg,Yellow,36mm (68),0.046356,7817447,5423,0.747109,1
Yellow_36mm (69).jpg,Yellow,36mm (69),0.057441,9884514,6153,0.772432,2
Yellow_36mm (7).jpg,Yellow,36mm (7),0.063684,11250859,6410,0.78242,2
Yellow_36mm (70).jpg,Yellow,36mm (70),0.045226,7730372,6968,0.765883,1
Yellow_36mm (71).jpg,Yellow,36mm (71),0.050596,8967131,7013,0.776126,2
Yellow_36mm (72).jpg,Yellow,36mm (72),0.034178,5427598,2201,0.695631,1
Yellow_36mm (73).jpg,Yellow,36mm (73),0.044593,7302666,2567,0.725041,1
Yellow_36mm (74).jpg,Yellow,36mm (74),0.050256,8569016,4002,0.751317,1
Yellow_36mm (75).jpg,Yellow,36mm (75),0.057622,9824574,3856,0.757514,2
Yellow_36mm (76).jpg,Yellow,36mm (76),0.063728,11074363,3892,0.750868,2
Yellow_36mm (77).jpg,Yellow,36mm (77),0.048749,8100551,4218,0.711265,1
Yellow_36mm (78).jpg,Yellow,36mm (78),0.037509,6240973,3457,0.727262,1
Yellow_36mm (79).jpg,Yellow,36mm (79),0.052,9014627,6400,0.804812,2
Yellow_36mm (8).jpg,Yellow,36mm (8),0.048505,8281499,3003,0.728379,1
Yellow_36mm (80).jpg,Yellow,36mm (80),0.037019,5746938,4003,0.690272,1
Yellow_36mm (81).jpg,Yellow,36mm (81),0.044995,7614548,4591,0.744496,1
Yellow_36mm (82).jpg,Yellow,36mm (82),0.055028,9399988,4439,0.756399,2
Yellow_36mm (83).jpg,Yellow,36mm (83),0.046493,7747783,4517,0.732146,1
Yellow_36mm (84).jpg,Yellow,36mm (84),0.057041,9948394,4502,0.755046,2
Yellow_36mm (85).jpg,Yellow,36mm (85),0.047709,8304315,4584,0.760877,1
Yellow_36mm (86).jpg,Yellow,36mm (86),0.048908,8172224,4601,0.739118,1
Yellow_36mm (87).jpg,Yellow,36mm (87),0.054712,9424099,4608,0.766793,2
Yellow_36mm (88).jpg,Yellow,36mm (88),0.063779,10884897,4601,0.769475,2
Yellow_36mm (89).jpg,Yellow,36mm (89),0.055979,9343706,4503,0.733165,2
Yellow_36mm (9).jpg,Yellow,36mm (9),0.04663,7764092,3326,0.703449,1
Yellow_36mm (90).jpg,Yellow,36mm (90),0.064437,10963416,4587,0.760411,2
Yellow_36mm (91).jpg,Yellow,36mm (91),0.05818,9737222,4748,0.727224,2
Yellow_36mm (92).jpg,Yellow,36mm (92),0.045729,7031763,4637,0.727245,1
Yellow_36mm (93).jpg,Yellow,36mm (93),0.048604,7756424,4647,0.718327,1
Yellow_36mm (94).jpg,Yellow,36mm (94),0.053758,8689430,4608,0.715015,1
Yellow_36mm (95).jpg,Yellow,36mm (95),0.05189,8494113,4627,0.705909,1
Yellow_36mm (96).jpg,Yellow,36mm (96),0.053775,9080563,4620,0.713755,1
Yellow_36mm (97).jpg,Yellow,36mm (97),0.047161,7754898,4625,0.722874,1
Yellow_36mm (98).jpg,Yellow,36mm (98),0.054698,9135956,4638,0.724539,2
Yellow_36mm (99).jpg,Yellow,36mm (99),0.047952,7799301,2955,0.67565,1
Yellow_68mm (1).jpg,Yellow,68mm (1),0.017963,2715901,3122,0.819632,1
Yellow_68mm (10).jpg,Yellow,68mm (10),0.068881,11829501,6114,0.743293,2
Yellow_68mm (100).jpg,Yellow,68mm (100),0.070112,11492428,7555,0.763847,2
Yellow_68mm (11).jpg,Yellow,68mm (11),0.059665,10282512,6549,0.73672,2
Yellow_68mm (12).jpg,Yellow,68mm (12),0.045629,7011743,3589,0.620708,1
Yellow_68mm (13).jpg,Yellow,68mm (13),0.052917,8625051,9653,0.701792,1
Yellow_68mm (14).jpg,Yellow,68mm (14),0.068989,11894175,10274,0.767018,2
Yellow_68mm (15).jpg,Yellow,68mm (15),0.049434,7845554,3653,0.679376,1
Yellow_68mm (16).jpg,Yellow,68mm (16),0.038067,5963255,4006,0.691703,1
Yellow_68mm (17).jpg,Yellow,68mm (17),0.042938,7171100,4000,0.703477,1
Yellow_68mm (18).jpg,Yellow,68mm (18),0.052504,8983499,13761,0.749256,3
Yellow_68mm (19).jpg,Yellow,68mm (19),0.045222,7321273,4332,0.673921,1
Yellow_68mm (2).jpg,Yellow,68mm (2),0.023148,3823499,2945,0.783012,1
Yellow_68mm (20).jpg,Yellow,68mm (20),0.049973,8311282,4306,0.705244,1
Yellow_68mm (21).jpg,Yellow,68mm (21),0.058366,9991594,9658,0.749321,2
Yellow_68mm (22).jpg,Yellow,68mm (22),0.065232,11440279,12681,0.789647,2
Yellow_68mm (23).jpg,Yellow,68mm (23),0.049683,7963210,4356,0.686381,1
Yellow_68mm (24).jpg,Yellow,68mm (24),0.073391,12343713,4303,0.761698,2
Yellow_68mm (25).jpg,Yellow,68mm (25),0.070942,11777859,4331,0.762634,2
Yellow_68mm (26).jpg,Yellow,68mm (26),0.073021,12179184,9156,0.763389,2
Yellow_68mm (27).jpg,Yellow,68mm (27),0.057629,9297475,4257,0.689744,2
Yellow_68mm (28).jpg,Yellow,68mm (28),0.063261,10354059,5253,0.728753,2
Yellow_68mm (29).jpg,Yellow,68mm (29),0.059208,9970936,4273,0.722556,2
Yellow_68mm (3).jpg,Yellow,68mm (3),0.030725,5179681,2835,0.767199,1
Yellow_68mm (30).jpg,Yellow,68mm (30),0.076487,13185665,5153,0.763357,2
Yellow_68mm (31).jpg,Yellow,68mm (31),0.060647,10151735,4281,0.723037,2
Yellow_68mm (32).jpg,Yellow,68mm (32),0.066962,11170944,4253,0.755639,2
Yellow_68mm (33).jpg,Yellow,68mm (33),0.079293,13313253,4239,0.767571,2
Yellow_68mm (34).jpg,Yellow,68mm (34),0.060217,9832274,4319,0.709024,2
Yellow_68mm (35).jpg,Yellow,68mm (35),0.065927,10923292,4270,0.737796,2
Yellow_68mm (36).jpg,Yellow,68mm (36),0.075817,12635493,4232,0.766018,2
Yellow_68mm (37).jpg,Yellow,68mm (37),0.065464,10671163,4253,0.71453,2
Yellow_68mm (38).jpg,Yellow,68mm (38),0.071918,11738615,4238,0.739046,2
Yellow_68mm (39).jpg,Yellow,68mm (39),0.074416,12247147,4249,0.76243,2
Yellow_68mm (4).jpg,Yellow,68mm (4),0.04281,7152640,3188,0.734805,1
Yellow_68mm (40).jpg,Yellow,68mm (40),0.055865,9092653,5037,0.730757,2
Yellow_68mm (41).jpg,Yellow,68mm (41),0.062157,10344206,4970,0.760457,2
Yellow_68mm (42).jpg,Yellow,68mm (42),0.05204,8502015,4978,0.702857,1
Yellow_68mm (43).jpg,Yellow,68mm (43),0.058916,9604535,4936,0.734295,2
Yellow_68mm (44).jpg,Yellow,68mm (44),0.047926,7340788,3305,0.685775,1
Yellow_68mm (45).jpg,Yellow,68mm (45),0.056552,9038254,7666,0.72497,2
Yellow_68mm (46).jpg,Yellow,68mm (46),0.041638,6161973,7695,0.68463,1
Yellow_68mm (47).jpg,Yellow,68mm (47),0.067829,10959622,7113,0.766313,2
Yellow_68mm (48).jpg,Yellow,68mm (48),0.052682,8112725,8585,0.711423,1
Yellow_68mm (49).jpg,Yellow,68mm (49),0.059949,9478662,8663,0.715235,2
Yellow_68mm (5).jpg,Yellow,68mm (5),0.049734,8556218,4631,0.754314,1
Yellow_68mm (50).jpg,Yellow,68mm (50),0.045133,6547011,2874,0.671595,1
Yellow_68mm (51).jpg,Yellow,68mm (51),0.050801,7772723,3981,0.709407,1
Yellow_68mm (52).jpg,Yellow,68mm (52),0.04813,7298765,3992,0.666141,1
Yellow_68mm (53).jpg,Yellow,68mm (53),0.056389,8803529,4065,0.730584,2
Yellow_68mm (54).jpg,Yellow,68mm (54),0.051429,8220526,5210,0.697217,1
Yellow_68mm (55).jpg,Yellow,68mm (55),0.042836,6509872,2256,0.649856,1
Yellow_68mm (56).jpg,Yellow,68mm (56),0.051821,8164729,4844,0.693748,1
Yellow_68mm (57).jpg,Yellow,68mm (57),0.06775,11024339,12138,0.742913,2
Yellow_68mm (58).jpg,Yellow,68mm (58),0.046929,7456135,5835,0.723931,1
Yellow_68mm (59).jpg,Yellow,68mm (59),0.051114,8169820,6498,0.726113,1
Yellow_68mm (6).jpg,Yellow,68mm (6),0.057361,10085725,9018,0.807033,2
Yellow_68mm (60).jpg,Yellow,68mm (60),0.057564,9465174,6535,0.768657,2
Yellow_68mm (61).jpg,Yellow,68mm (61),0.054805,8584033,6942,0.708284,1
Yellow_68mm (62).jpg,Yellow,68mm (62),0.058235,9733422,7871,0.750992,2
Yellow_68mm (63).jpg,Yellow,68mm (63),0.068162,11366215,7920,0.770432,2
Yellow_68mm (64).jpg,Yellow,68mm (64),0.074071,12423013,7939,0.785436,2
Yellow_68mm (65).jpg,Yellow,68mm (65),0.056067,9021369,8273,0.731474,2
Yellow_68mm (66).jpg,Yellow,68mm (66),0.064222,10749344,8094,0.761958,2
Yellow_68mm (67).jpg,Yellow,68mm (67),0.045358,6821816,3596,0.660638,1
Yellow_68mm (68).jpg,Yellow,68mm (68),0.049721,7984167,6544,0.68027,1
Yellow_68mm (69).jpg,Yellow,68mm (69),0.074291,12140567,5041,0.760249,2
Yellow_68mm (7).jpg,Yellow,68mm (7),0.067242,12209240,14917,0.798177,2
Yellow_68mm (70).jpg,Yellow,68mm (70),0.049865,7801233,4200,0.724236,1
Yellow_68mm (71).jpg,Yellow,68mm (71),0.069888,11537789,4158,0.776972,2
Yellow_68mm (72).jpg,Yellow,68mm (72),0.078471,13076716,5459,0.794065,2
Yellow_68mm (73).jpg,Yellow,68mm (73),0.06365,10248987,7660,0.756614,2
Yellow_68mm (74).jpg,Yellow,68mm (74),0.069486,11243886,7637,0.774977,2
Yellow_68mm (75).jpg,Yellow,68mm (75),0.07876,12989478,7660,0.793607,2
Yellow_68mm (76).jpg,Yellow,68mm (76),0.054087,8488919,6449,0.704315,1
Yellow_68mm (77).jpg,Yellow,68mm (77),0.069725,11794614,8903,0.74984,2
Yellow_68mm (78).jpg,Yellow,68mm (78),0.043205,6363776,3028,0.60779,1
Yellow_68mm (79).jpg,Yellow,68mm (79),0.063934,10296543,13773,0.713961,2
Yellow_68mm (8).jpg,Yellow,68mm (8),0.050584,8546388,3910,0.706015,1
Yellow_68mm (80).jpg,Yellow,68mm (80),0.072977,11922723,13671,0.73186,2
Yellow_68mm (81).jpg,Yellow,68mm (81),0.048674,7202020,4766,0.665099,1
Yellow_68mm (82).jpg,Yellow,68mm (82),0.027593,4270349,4749,0.680889,1
Yellow_68mm (83).jpg,Yellow,68mm (83),0.062214,10636206,6027,0.752948,2
Yellow_68mm (84).jpg,Yellow,68mm (84),0.062156,10395450,7845,0.776461,2
Yellow_68mm (85).jpg,Yellow,68mm (85),0.04178,6517530,4730,0.724912,1
Yellow_68mm (86).jpg,Yellow,68mm (86),0.037401,5676271,4699,0.674055,1
Yellow_68mm (87).jpg,Yellow,68mm (87),0.050211,8196838,7887,0.740805,1
Yellow_68mm (88).jpg,Yellow,68mm (88),0.058257,9597094,7914,0.771075,2
Yellow_68mm (89).jpg,Yellow,68mm (89),0.038212,5797883,4806,0.702919,1
Yellow_68mm (9).jpg,Yellow,68mm (9),0.049156,8196905,4014,0.684716,1
Yellow_68mm (90).jpg,Yellow,68mm (90),0.047313,7593200,4740,0.758096,1
Yellow_68mm (91).jpg,Yellow,68mm (91),0.063761,10465942,4693,0.780964,2
Yellow_68mm (92).jpg,Yellow,68mm (92),0.066909,11072620,5989,0.796069,2
Yellow_68mm (93).jpg,Yellow,68mm (93),0.070934,11899074,6028,0.799382,2
Yellow_68mm (94).jpg,Yellow,68mm (94),0.057128,9499082,8453,0.784858,2
Yellow_68mm (95).jpg,Yellow,68mm (95),0.045089,7198580,4788,0.744092,1
Yellow_68mm (96).jpg,Yellow,68mm (96),0.052208,8451088,4725,0.769552,1
Yellow_68mm (97).jpg,Yellow,68mm (97),0.068648,11299235,4736,0.774081,2
Yellow_68mm (98).jpg,Yellow,68mm (98),0.070698,11545628,4738,0.77773,2
Yellow_68mm (99).jpg,Yellow,68mm (99),0.06418,10583259,5647,0.778657,2
